movie	production_budget	domestic_gross	worldwide_gross	mpaa_rating	genre
1674	Raiders of the Lost Ark	20000000.0	225686079.0	367452079.0	PG	Adventure
1675	Home Alone 2: Lost in New York	20000000.0	173585516.0	358994850.0	PG	Adventure
1676	Close Encounters of the Third Kind	20000000.0	169100479.0	340800479.0	PG	Adventure
1677	Beverly Hills Cop II	20000000.0	153665036.0	276665036.0	R	Action
1678	The Conjuring	20000000.0	137400141.0	318000141.0	R	Horror
1679	Bringing Down the House	20000000.0	132675402.0	164675402.0	PG-13	Comedy
1680	Wonder	20000000.0	132422809.0	305051118.0	PG	Drama
1681	Wayne's World	20000000.0	121697323.0	183097323.0	PG-13	Comedy
1682	Jackass 3D	20000000.0	117229692.0	171685793.0	R	Comedy
1683	Bad Moms	20000000.0	113257297.0	180999077.0	R	Comedy
1684	Jaws 2	20000000.0	102922376.0	208900376.0	PG	Horror
1685	Beverly Hills Chihuahua	20000000.0	94514402.0	154218168.0	PG	Adventure
1686	Tammy	20000000.0	84525432.0	96407655.0	R	Comedy
1687	The Descendants	20000000.0	82624961.0	175507800.0	R	Drama
1688	School of Rock	20000000.0	81261177.0	131944672.0	PG-13	Comedy
1689	Free Willy	20000000.0	77698625.0	153698625.0	PG	Adventure
1690	Mortal Kombat	20000000.0	70433227.0	122133227.0	PG-13	Action
1691	White Chicks	20000000.0	69148997.0	111448997.0	PG-13	Comedy
1692	Holes	20000000.0	67383924.0	71232214.0	PG	Drama
1693	The Last Song	20000000.0	62950384.0	92678948.0	PG	Drama
1694	Why Did I Get Married Too?	20000000.0	60095852.0	60831067.0	PG-13	Drama
1695	La vita è bella	20000000.0	57598247.0	229385361.0	PG-13	Drama
1696	12 Years a Slave	20000000.0	56671993.0	181025343.0	R	Drama
1697	Drumline	20000000.0	56398162.0	56398162.0	PG-13	Comedy
1698	Me Before You	20000000.0	56245075.0	208314186.0	PG-13	Drama
1699	Barbershop: The Next Cut	20000000.0	54030051.0	54404202.0	PG-13	Comedy
1700	Edward Scissorhands	20000000.0	53976987.0	53976987.0	PG-13	Comedy
1701	Selma	20000000.0	52076908.0	66776576.0	PG-13	Drama
1702	Date Movie	20000000.0	48548426.0	85146165.0	PG-13	Comedy
1703	Peter Pan: Return to Neverland	20000000.0	48430258.0	109862682.0	G	Adventure
1704	The Jungle Book 2	20000000.0	47901582.0	140122225.0	G	Adventure
1705	Boogeyman	20000000.0	46752382.0	67192859.0	PG-13	Horror
1706	The Tigger Movie	20000000.0	45542421.0	96147688.0	G	Adventure
1707	Spotlight	20000000.0	45055776.0	92108847.0	R	Drama
1708	Max	20000000.0	42656255.0	43658157.0	PG	Adventure
1709	Meet the Browns	20000000.0	41975388.0	41975388.0	PG-13	Comedy
1710	Orphan	20000000.0	41596251.0	78769428.0	R	Drama
1711	The Star	20000000.0	40847995.0	62758010.0	PG	Adventure
1712	Epic Movie	20000000.0	39739367.0	86858578.0	PG-13	Comedy
1713	The Grudge 2	20000000.0	39143839.0	70743839.0	PG-13	Horror
1714	Conan the Barbarian	20000000.0	38264085.0	79114085.0	nan	Action
1715	How Stella Got Her Groove Back	20000000.0	37672944.0	37672944.0	R	Drama
1716	Bill & Ted's Bogus Journey	20000000.0	37537675.0	37537675.0	PG	Adventure
1717	Man of the Year	20000000.0	37442180.0	41342180.0	PG-13	Comedy
1718	Risen	20000000.0	36880033.0	46255763.0	PG-13	Drama
1719	Vampires Suck	20000000.0	36661504.0	81424988.0	PG-13	Comedy
1720	Selena	20000000.0	35450113.0	35450113.0	PG	Drama
1721	A Very Harold & Kumar 3D Christmas	20000000.0	35061031.0	36265745.0	R	Comedy
1722	Texas Chainsaw 3D	20000000.0	34341945.0	47666013.0	R	Horror
1723	Babel	20000000.0	34302837.0	132121212.0	R	Drama
1724	This is Where I Leave You	20000000.0	34296320.0	41296320.0	R	Comedy
1725	Doubt	20000000.0	33446470.0	53191101.0	PG-13	Drama
1726	Team America: World Police	20000000.0	32774834.0	50948811.0	R	Comedy
1727	Scary Movie V	20000000.0	32015787.0	78613981.0	PG-13	Comedy
1728	Milk	20000000.0	31841299.0	57293371.0	R	Drama
1729	Ghost Ship	20000000.0	30113491.0	68349884.0	R	Horror
1730	Daybreakers	20000000.0	30101577.0	51445503.0	R	Horror
1731	High Fidelity	20000000.0	27277055.0	47881663.0	R	Comedy
1732	Stick It	20000000.0	26910736.0	30399714.0	PG-13	Comedy
1733	One Missed Call	20000000.0	26890041.0	44513466.0	PG-13	Horror
1734	Eye for an Eye	20000000.0	26792700.0	26792700.0	R	Drama
1735	The World's End	20000000.0	26004851.0	47508505.0	R	Comedy
1736	From Dusk Till Dawn	20000000.0	25728961.0	25732986.0	R	Horror
1737	You Again	20000000.0	25702053.0	32838945.0	PG	Comedy
1738	Alpha and Omega 3D	20000000.0	25107267.0	48958353.0	PG	Adventure
1739	Stay Alive	20000000.0	23086480.0	23187506.0	PG-13	Horror
1740	2 For the Money	20000000.0	22991379.0	30491379.0	R	Drama
1741	Shorts	20000000.0	20919166.0	29870801.0	PG	Adventure
1742	Vampires	20000000.0	20268825.0	20268825.0	R	Horror
1743	Yu-Gi-Oh	20000000.0	19762690.0	28762690.0	PG	Adventure
1744	Reign Over Me	20000000.0	19661987.0	20081987.0	R	Drama
1745	My Best Friend's Girl	20000000.0	19219250.0	34787111.0	R	Comedy
1746	Georgia Rule	20000000.0	18882880.0	20819601.0	R	Drama
1747	Under the Rainbow	20000000.0	18826490.0	18826490.0	nan	Comedy
1748	Ladyhawke	20000000.0	18400000.0	18400000.0	nan	Action
1749	Into the Wild	20000000.0	18354356.0	56822960.0	R	Drama
1750	Simon Birch	20000000.0	18253415.0	18310591.0	PG	Drama
1751	Pooh's Heffalump Movie	20000000.0	18098433.0	55686944.0	G	Adventure
1752	School for Scoundrels	20000000.0	17807569.0	17807569.0	PG-13	Comedy
1753	Silent Hill: Revelation 3D	20000000.0	17530219.0	55975672.0	R	Horror
1754	Home for the Holidays	20000000.0	17468887.0	22119269.0	PG-13	Comedy
1755	The Zookeeper’s Wife	20000000.0	17445186.0	24521550.0	PG-13	Drama
1756	Fired Up	20000000.0	17231291.0	18608570.0	PG-13	Comedy
1757	Kung Fu Hustle	20000000.0	17104669.0	102034104.0	R	Action
1758	The Country Bears	20000000.0	16988996.0	16988996.0	G	Adventure
1759	Dead Silence	20000000.0	16574590.0	20614661.0	R	Horror
1760	21 Grams	20000000.0	16248701.0	59667625.0	R	Drama
1761	The Kite Runner	20000000.0	15800078.0	74180745.0	PG-13	Drama
1762	The Greatest Story Ever Told	20000000.0	15473333.0	15473333.0	G	Drama
1763	Twilight	20000000.0	15055091.0	15055091.0	R	Drama
1764	Disaster Movie	20000000.0	14190901.0	36720752.0	PG-13	Comedy
1765	The Man Who Knew Too Little	20000000.0	13801755.0	13801755.0	PG	Comedy
1766	Burnt	20000000.0	13651946.0	36780895.0	R	Comedy
1767	Envy	20000000.0	13548322.0	14566246.0	PG-13	Comedy
1768	One Night with the King	20000000.0	13395961.0	13725032.0	PG	Drama
1769	Bullets Over Broadway	20000000.0	13383747.0	13383747.0	R	Comedy
1770	The Quiet American	20000000.0	12987647.0	26348203.0	R	Drama
1771	The Light Between Oceans	20000000.0	12545979.0	21748977.0	PG-13	Drama
1772	The Weather Man	20000000.0	12482775.0	15466961.0	R	Drama
1773	Undisputed	20000000.0	12398628.0	12398628.0	R	Drama
1774	12 Rounds	20000000.0	12234694.0	17306648.0	PG-13	Action
1775	3 Ninjas Kick Back	20000000.0	11744960.0	11744960.0	PG	Action
1776	Be Kind Rewind	20000000.0	11175164.0	30894247.0	PG-13	Comedy
1777	Mrs. Henderson Presents	20000000.0	11036366.0	27836366.0	R	Comedy
1778	We're No Angels	20000000.0	10555348.0	10555348.0	PG-13	Comedy
1779	Death Sentence	20000000.0	9534258.0	16907831.0	R	Action
1780	Popstar: Never Stop Never Stopping	20000000.0	9496130.0	9537120.0	R	Comedy
1781	Thank You for Your Service	20000000.0	9479390.0	9985316.0	R	Drama
1782	Everybody's Fine	20000000.0	9208876.0	9208876.0	PG-13	Drama
1783	Superbabies: Baby Geniuses 2	20000000.0	9109322.0	9355369.0	PG	Adventure
1784	Battle of the Year	20000000.0	8888355.0	16723377.0	PG-13	Drama
1785	Ratchet and Clank	20000000.0	8813410.0	12769469.0	PG	Adventure
1786	Death at a Funeral	20000000.0	8580428.0	46790428.0	R	Comedy
1787	The Man	20000000.0	8330720.0	10393696.0	PG-13	Comedy
1788	Code Name: The Cleaner	20000000.0	8135024.0	8135024.0	PG-13	Comedy
1789	Inherent Vice	20000000.0	8110975.0	14772346.0	R	Drama
1790	Connie & Carla	20000000.0	8047525.0	8047525.0	PG-13	Comedy
1791	Machete Kills	20000000.0	8008161.0	18273009.0	R	Action
1792	Doogal	20000000.0	7578946.0	28058652.0	G	Adventure
1793	Proof	20000000.0	7535331.0	8284331.0	PG-13	Drama
1794	An American Carol	20000000.0	7013191.0	7022183.0	PG-13	Comedy
1795	Willard	20000000.0	6882696.0	6882696.0	PG-13	Horror
1796	Strange Wilderness	20000000.0	6575282.0	6947084.0	R	Comedy
1797	Little Boy	20000000.0	6485961.0	17768390.0	PG-13	Drama
1798	Chasing Mavericks	20000000.0	6002756.0	8300821.0	PG	Drama
1799	A Most Violent Year	20000000.0	5749134.0	8398291.0	R	Drama
1800	A Dangerous Method	20000000.0	5702083.0	14807531.0	R	Drama
1801	Bandslam	20000000.0	5210988.0	12967829.0	PG	Comedy
1802	Alone in the Dark	20000000.0	5178569.0	8178569.0	R	Horror
1803	Birth	20000000.0	5005899.0	14603001.0	R	Drama
1804	Hands of Stone	20000000.0	4712792.0	5032013.0	R	Drama
1805	Flash of Genius	20000000.0	4442377.0	4504111.0	PG-13	Drama
1806	I’m Not There	20000000.0	4017609.0	12397613.0	R	Drama
1807	Synecdoche, New York	20000000.0	3083538.0	4383538.0	R	Drama
1808	LBJ	20000000.0	2468683.0	2507181.0	R	Drama
1809	Mononoke-hime	20000000.0	2374107.0	150350000.0	PG-13	Action
1810	Bon Voyage	20000000.0	2353728.0	8361736.0	PG-13	Comedy
1811	My All-American	20000000.0	2246000.0	2246000.0	PG	Drama
1812	Marci X	20000000.0	1646664.0	1646664.0	R	Comedy
1813	Equilibrium	20000000.0	1190018.0	5345869.0	R	Action
1814	Dylan Dog: Dead of Night	20000000.0	1186538.0	6093725.0	PG-13	Horror
1815	The Children of Huang Shi	20000000.0	1031872.0	8221700.0	R	Drama
1816	The Yards	20000000.0	882710.0	2282710.0	R	Drama
1817	Middle Men	20000000.0	754301.0	754301.0	R	Comedy
1818	All Good Things	20000000.0	582024.0	873617.0	R	Drama
1819	By the Sea	20000000.0	538460.0	3727746.0	R	Drama
1820	Steamboy	20000000.0	468867.0	10468867.0	PG-13	Action
1821	The Game of Their Lives	20000000.0	375474.0	375474.0	PG	Drama
1822	The Tempest	20000000.0	277943.0	277943.0	PG-13	Drama
1823	長江七號 (CJ7)	20000000.0	206678.0	47300771.0	PG	Adventure
1824	The Burning Plain	20000000.0	200730.0	1167092.0	R	Drama
1825	The Touch	20000000.0	0.0	5918742.0	PG-13	Adventure
1826	Dwegons and Leprechauns	20000000.0	0.0	0.0	PG	Adventure
1827	Der Baader Meinhof Komplex	19700000.0	476270.0	16498827.0	R	Action
1828	The Shape of Water	19500000.0	63859435.0	189258193.0	R	Drama
1829	De rouille et d’os	19500000.0	2061449.0	29393634.0	R	Drama
1830	The Painted Veil	19400000.0	8060487.0	15118795.0	PG-13	Drama
1831	The Devil's Double	19100000.0	1361512.0	5965646.0	R	Drama
1832	Back to the Future	19000000.0	212259762.0	385524862.0	PG	Adventure
1833	Scary Movie	19000000.0	157019771.0	277200000.0	R	Comedy
1834	Bad Teacher	19000000.0	100292856.0	215448997.0	R	Comedy
1835	Sausage Party	19000000.0	97670358.0	141354394.0	R	Comedy
1836	I Can Do Bad All By Myself	19000000.0	51733921.0	51733921.0	PG-13	Comedy
1837	The Shining	19000000.0	44017374.0	44728227.0	R	Horror
1838	Thirteen Ghosts	19000000.0	41867960.0	68467960.0	R	Horror
1839	House on Haunted Hill	19000000.0	40846082.0	65090541.0	R	Horror
1840	Notorious	19000000.0	36843682.0	44972183.0	R	Drama
1841	The Book Thief	19000000.0	21488481.0	76086711.0	PG-13	Drama
1842	Gone, Baby, Gone	19000000.0	20300218.0	34352162.0	R	Drama
1843	Thomas and the Magic Railroad	19000000.0	15911332.0	15911332.0	G	Adventure
1844	Sen to Chihiro no Kamikakushi	19000000.0	10049886.0	274949886.0	PG	Adventure
1845	Sex Drive	19000000.0	8402485.0	10412485.0	R	Comedy
1846	Firestorm	19000000.0	8123860.0	8123860.0	R	Action
1847	Take Me Home Tonight	19000000.0	6928068.0	7576604.0	R	Comedy
1848	Won't Back Down	19000000.0	5310554.0	5745503.0	PG	Drama
1849	Action Point	19000000.0	5059608.0	5103675.0	R	Comedy
1850	Kansas City	19000000.0	1353824.0	1353824.0	R	Drama
1851	George A. Romero's Land of the Dead	18975000.0	20700082.0	47751015.0	R	Horror
1852	Adaptation	18500000.0	22498520.0	32531759.0	R	Comedy
1853	The Invention of Lying	18500000.0	18451251.0	32679264.0	PG-13	Comedy
1854	Fear and Loathing in Las Vegas	18500000.0	10680275.0	13711903.0	R	Comedy
1855	Left Behind	18500000.0	4221341.0	4221341.0	PG-13	Drama
1856	Borat	18000000.0	128505958.0	261443242.0	R	Comedy
1857	The Mask	18000000.0	119920129.0	351620129.0	PG-13	Comedy
1858	Big	18000000.0	114968774.0	151668774.0	PG	Comedy
1859	Legally Blonde	18000000.0	96493426.0	141809235.0	PG-13	Comedy
1860	Mean Girls	18000000.0	86047227.0	130953026.0	PG-13	Comedy
1861	Star Trek III: The Search for Spock	18000000.0	76471046.0	87000000.0	PG	Adventure
1862	The Exorcism of Emily Rose	18000000.0	75072454.0	144529078.0	PG-13	Horror
1863	Deuce Bigalow: Male Gigolo	18000000.0	65535067.0	92935067.0	R	Comedy
1864	Barbershop 2: Back in Business	18000000.0	65070412.0	65842412.0	PG-13	Comedy
1865	The Family Stone	18000000.0	60062868.0	92357499.0	PG-13	Comedy
1866	Predator	18000000.0	59735548.0	98267558.0	R	Action
1867	My Big Fat Greek Wedding 2	18000000.0	59689605.0	92057814.0	PG-13	Comedy
1868	Diary of a Wimpy Kid: Rodrick Rules	18000000.0	52698535.0	73695194.0	PG	Adventure
1869	Amadeus	18000000.0	51973029.0	51973029.0	R	Drama
1870	Prom Night	18000000.0	43869350.0	57193655.0	PG-13	Horror
1871	Soul Surfer	18000000.0	43853424.0	47158652.0	PG	Drama
1872	Under the Tuscan Sun	18000000.0	43601508.0	57490024.0	PG-13	Comedy
1873	Peggy Sue Got Married	18000000.0	41382841.0	41382841.0	PG-13	Comedy
1874	Gosford Park	18000000.0	41300105.0	41300105.0	R	Comedy
1875	Orange County	18000000.0	41059716.0	43308707.0	PG-13	Comedy
1876	Blue Jasmine	18000000.0	33404871.0	102912961.0	PG-13	Comedy
1877	United 93	18000000.0	31567134.0	77635035.0	R	Drama
1878	Honey	18000000.0	30272254.0	62646763.0	PG-13	Drama
1879	Spy Hard	18000000.0	26936265.0	26936265.0	PG-13	Comedy
1880	Ricki and the Flash	18000000.0	26839498.0	41166033.0	PG-13	Drama
1881	Glory	18000000.0	26593580.0	26593580.0	R	Action
1882	Conan the Destroyer	18000000.0	26400000.0	26400000.0	nan	Action
1883	Love the Coopers	18000000.0	26302731.0	42227490.0	PG-13	Comedy
1884	Catch-22	18000000.0	24911670.0	24911670.0	nan	Comedy
1885	Observe and Report	18000000.0	24007324.0	27148898.0	R	Comedy
1886	Love Happens	18000000.0	22965110.0	36133014.0	PG-13	Drama
1887	Young Sherlock Holmes	18000000.0	19739000.0	19739000.0	PG-13	Adventure
1888	127 Hours	18000000.0	18335230.0	60217171.0	R	Drama
1889	Small Time Crooks	18000000.0	17266359.0	29934477.0	PG	Comedy
1890	Center Stage	18000000.0	17200925.0	21361109.0	PG-13	Drama
1891	Norm of the North	18000000.0	17062499.0	30535660.0	PG	Adventure
1892	Catch That Kid	18000000.0	16703799.0	16959614.0	PG	Adventure
1893	Jobs	18000000.0	16131410.0	43402515.0	PG-13	Drama
1894	Life as a House	18000000.0	15652637.0	23889158.0	R	Drama
1895	Youth in Revolt	18000000.0	15285588.0	19685588.0	R	Comedy
1896	And So It Goes	18000000.0	15160801.0	17868801.0	PG-13	Comedy
1897	I Love You, Beth Cooper	18000000.0	14800725.0	16382538.0	PG-13	Comedy
1898	Labor Day	18000000.0	13371528.0	14189810.0	PG-13	Drama
1899	The Ice Storm	18000000.0	8038061.0	16011975.0	R	Drama
1900	Being Julia	18000000.0	7739049.0	14488705.0	R	Drama
1901	Troop Beverly Hills	18000000.0	7190505.0	7190505.0	nan	Comedy
1902	Nine 1/2 Weeks	18000000.0	6734844.0	6734844.0	nan	Drama
1903	The Last Station	18000000.0	6617867.0	15696146.0	R	Drama
1904	Dragonslayer	18000000.0	6000000.0	6000000.0	nan	Action
1905	Ed Wood	18000000.0	5828466.0	5828466.0	R	Comedy
1906	Mongol	18000000.0	5705761.0	27147349.0	R	Drama
1907	RocknRolla	18000000.0	5700626.0	27794339.0	R	Action
1908	Megaforce	18000000.0	5675599.0	5675599.0	nan	Action
1909	Mao's Last Dancer	18000000.0	4806750.0	25941437.0	PG	Drama
1910	The Railway Man	18000000.0	4438438.0	23910210.0	R	Drama
1911	Restoration	18000000.0	4100000.0	4100000.0	R	Drama
1912	Midnight Special	18000000.0	3712282.0	7680250.0	PG-13	Drama
1913	Miss Sloane	18000000.0	3500605.0	7727952.0	R	Drama
1914	T2: Trainspotting	18000000.0	2402004.0	42091497.0	R	Drama
1915	8 Million Ways to Die	18000000.0	1305114.0	1305114.0	nan	Action
1916	Renaissance	18000000.0	70644.0	2401413.0	R	Action
1917	I Am Wrath	18000000.0	0.0	309608.0	R	Action
1918	The Prince	18000000.0	0.0	0.0	R	Action
1919	Red Sonja	17900000.0	6905861.0	6908640.0	PG-13	Action
1920	Superbad	17500000.0	121463226.0	169955142.0	R	Comedy
1921	Madea Goes To Jail	17500000.0	90508336.0	90508336.0	PG-13	Comedy
1922	Step Up 2 the Streets	17500000.0	58017783.0	148586910.0	PG-13	Drama
1923	Hoodwinked	17500000.0	51386611.0	109843390.0	PG	Adventure
1924	Hitman	17500000.0	39687694.0	99135571.0	R	Action
1925	Hotel Rwanda	17500000.0	23519128.0	36521223.0	PG-13	Drama
1926	Beerfest	17500000.0	19185184.0	20159316.0	R	Comedy
1927	City of Ghosts	17500000.0	325491.0	325491.0	R	Drama
1928	A Quiet Place	17000000.0	188024361.0	334524361.0	PG-13	Horror
1929	The Others	17000000.0	96522687.0	207765056.0	PG-13	Horror
1930	Aliens	17000000.0	85160248.0	183316455.0	R	Action
1931	Let’s Be Cops	17000000.0	82390774.0	136890774.0	R	Comedy
1932	I Know What You Did Last Summer	17000000.0	72250091.0	125250091.0	R	Horror
1933	Sideways	17000000.0	71502303.0	109793192.0	R	Drama
1934	The Best Man Holiday	17000000.0	70525195.0	72835710.0	R	Comedy
1935	Pitch Perfect	17000000.0	65001093.0	116044347.0	PG-13	Comedy
1936	Halloween: H2O	17000000.0	55041738.0	55041738.0	R	Horror
1937	Evil Dead	17000000.0	54239856.0	97778356.0	R	Horror
1938	Jet Li's Hero	17000000.0	53652140.0	177535958.0	PG-13	Action
1939	Saw 3D	17000000.0	45710178.0	133735284.0	R	Horror
1940	McFarland, USA	17000000.0	44480275.0	45707924.0	PG	Drama
1941	Almost Christmas	17000000.0	42065185.0	42493506.0	PG-13	Drama
1942	The Hills Have Eyes	17000000.0	41778863.0	70355813.0	R	Horror
1943	Good Boy!	17000000.0	37667746.0	45312217.0	PG	Adventure
1944	Smokin' Aces	17000000.0	35662731.0	57263440.0	R	Comedy
1945	A Night at the Roxbury	17000000.0	30331165.0	30331165.0	PG-13	Comedy
1946	Beastly	17000000.0	27865571.0	38028230.0	PG-13	Drama
1947	Tron	17000000.0	26918576.0	26918576.0	nan	Action
1948	Lottery Ticket	17000000.0	24719879.0	24719879.0	PG-13	Comedy
1949	Dickie Roberts: Former Child Star	17000000.0	22734486.0	23734486.0	PG-13	Comedy
1950	ATL	17000000.0	21170563.0	21170563.0	PG-13	Comedy
1951	Summer Catch	17000000.0	19693891.0	19693891.0	PG-13	Comedy
1952	A Simple Plan	17000000.0	16316273.0	16316273.0	R	Drama
1953	Wes Craven Presents: They	17000000.0	12840842.0	16140842.0	PG-13	Horror
1954	Superman IV: The Quest for Peace	17000000.0	11227824.0	11227824.0	PG	Action
1955	How She Move	17000000.0	7070641.0	8607815.0	PG-13	Drama
1956	Running Scared	17000000.0	6855137.0	9729088.0	R	Action
1957	The Apparition	17000000.0	4936819.0	10637281.0	PG-13	Horror
1958	Bobby Jones: Stroke of Genius	17000000.0	2694071.0	2694071.0	PG	Drama
1959	L'illusionniste	17000000.0	2231474.0	8609949.0	PG	Adventure
1960	Roar	17000000.0	2110050.0	2110050.0	PG	Adventure
1961	Veronica Guerin	17000000.0	1569918.0	9438074.0	R	Drama
1962	Genius	17000000.0	1361045.0	6942889.0	PG-13	Drama
1963	Escobar: Paradise Lost	17000000.0	195792.0	3917679.0	R	Drama
1964	The Young Messiah	16800000.0	6469813.0	7313697.0	PG-13	Drama
1965	My Girl	16500000.0	58011485.0	58011485.0	PG-13	Comedy
1966	Wall Street	16500000.0	43848100.0	43848100.0	R	Drama
1967	Sense and Sensibility	16500000.0	42993774.0	134993774.0	PG	Drama
1968	The Illusionist	16500000.0	39868642.0	83792062.0	PG-13	Drama
1969	House of Sand and Fog	16500000.0	13005485.0	16157923.0	R	Drama
1970	Sydney White	16500000.0	11892415.0	13636339.0	PG-13	Comedy
1971	Dead Poets Society	16400000.0	95860116.0	239500000.0	PG	Drama
1972	Dumb & Dumber	16000000.0	127175374.0	246400000.0	PG-13	Comedy
1973	Road Trip	16000000.0	68525609.0	119739110.0	R	Comedy
1974	The Verdict	16000000.0	53977250.0	53977250.0	R	Drama
1975	Varsity Blues	16000000.0	52894169.0	54294169.0	R	Drama
1976	Moonrise Kingdom	16000000.0	45512466.0	68848446.0	PG-13	Drama
1977	The Artist	16000000.0	44667095.0	128256712.0	PG-13	Drama
1978	The Master of Disguise	16000000.0	40363530.0	40363530.0	PG	Adventure
1979	El Laberinto del Fauno	16000000.0	37634615.0	87041569.0	R	Horror
1980	The Messengers	16000000.0	35374833.0	53774833.0	PG-13	Horror
1981	See Spot Run	16000000.0	33357476.0	43057552.0	PG	Adventure
1982	Double Impact	16000000.0	29090445.0	29090445.0	R	Action
1983	Baby Boy	16000000.0	28734552.0	28734552.0	R	Drama
1984	Joe Dirt	16000000.0	27087695.0	30987695.0	PG-13	Comedy
1985	The Women	16000000.0	26902075.0	50103808.0	PG-13	Comedy
1986	Hot Fuzz	16000000.0	23618786.0	81742618.0	R	Comedy
1987	Vicky Cristina Barcelona	16000000.0	23216709.0	104504817.0	PG-13	Comedy
1988	Superfly	16000000.0	20537137.0	20723581.0	R	Action
1989	Remember Me	16000000.0	19068240.0	56506120.0	PG-13	Drama
1990	White Oleander	16000000.0	16357770.0	21657770.0	PG-13	Drama
1991	Drowning Mona	16000000.0	15427192.0	15980376.0	PG-13	Comedy
1992	Radio Days	16000000.0	14792779.0	14792779.0	nan	Comedy
1993	How to Deal	16000000.0	14108518.0	14108518.0	PG-13	Drama
1994	Soul Plane	16000000.0	13922211.0	14553807.0	R	Comedy
1995	My Stepmother Is an Alien	16000000.0	13854000.0	13854000.0	PG-13	Comedy
1996	People Like Us	16000000.0	12431792.0	12617472.0	PG-13	Drama
1997	The Cookout	16000000.0	11540112.0	11540112.0	PG-13	Comedy
1998	Meteor	16000000.0	8400000.0	8400000.0	nan	Action
1999	Highlander	16000000.0	5900000.0	12900000.0	R	Action
2000	Bleed for This	16000000.0	5083906.0	6603926.0	R	Drama
2001	Duets	16000000.0	4734235.0	6615452.0	R	Drama
2002	Detroit Rock City	16000000.0	4217115.0	5825314.0	R	Comedy
2003	Things We Lost in the Fire	16000000.0	3287315.0	8120148.0	R	Drama
2004	The Immigrant	16000000.0	2013456.0	7585011.0	R	Drama
2005	Steel	16000000.0	1686429.0	1686429.0	PG-13	Action
2006	The White Countess	16000000.0	1669971.0	2814566.0	PG-13	Drama
2007	Men, Women and Children	16000000.0	705908.0	1685403.0	R	Comedy
2008	Good	16000000.0	31631.0	31631.0	R	Drama
2009	Juwanna Mann	15600000.0	13571817.0	13771817.0	PG-13	Comedy
2010	La Môme	15500000.0	10299782.0	88611837.0	PG-13	Drama
2011	Ararat	15500000.0	1693000.0	1693000.0	R	Drama
2012	Madison	15500000.0	517262.0	517262.0	PG	Drama
2013	The Yellow Handkerchief	15500000.0	318623.0	318623.0	PG-13	Drama
2014	Slither	15250000.0	7802450.0	12930343.0	R	Horror
2015	Home Alone	15000000.0	285761243.0	476684675.0	PG	Comedy
2016	Beverly Hills Cop	15000000.0	234760478.0	316300000.0	R	Action
2017	Top Gun	15000000.0	179800601.0	356799634.0	PG	Action
2018	Tootsie	15000000.0	177200000.0	177200000.0	PG	Comedy
2019	3 Men and a Baby	15000000.0	167780960.0	167780960.0	PG	Comedy
2020	The King’s Speech	15000000.0	138797449.0	430821168.0	R	Drama
2021	American Beauty	15000000.0	130058047.0	356258047.0	R	Drama
2022	Crouching Tiger, Hidden Dragon	15000000.0	128067808.0	213514672.0	PG-13	Action
2023	Twins	15000000.0	111936388.0	216600000.0	PG	Comedy
2024	Scream	15000000.0	103046663.0	173046663.0	R	Horror
2025	Annabelle: Creation	15000000.0	102092201.0	305385888.0	R	Horror
2026	Jackass Presents: Bad Grandpa	15000000.0	102003019.0	160903019.0	R	Comedy
2027	Heaven Can Wait	15000000.0	98800000.0	98800000.0	PG	Comedy
2028	The Color Purple	15000000.0	93589701.0	93589701.0	PG-13	Drama
2029	The Imitation Game	15000000.0	91125143.0	227773686.0	PG-13	Drama
2030	Beetlejuice	15000000.0	73326666.0	73326666.0	PG	Comedy
2031	Ben-Hur	15000000.0	73000000.0	73000000.0	G	Adventure
2032	Mama	15000000.0	71628180.0	148095566.0	PG-13	Horror
2033	Private Benjamin	15000000.0	69847348.0	69847348.0	R	Comedy
2034	Coal Miner's Daughter	15000000.0	67182787.0	67182787.0	PG	Drama
2035	Lethal Weapon	15000000.0	65192350.0	120192350.0	R	Action
2036	Diary of a Wimpy Kid	15000000.0	64003625.0	76954311.0	PG	Adventure
2037	National Lampoon’s Vacation	15000000.0	61400000.0	61400000.0	R	Comedy
2038	The Queen	15000000.0	56441711.0	128885873.0	PG-13	Drama
2039	Little Women	15000000.0	50003303.0	50003303.0	PG	Drama
2040	The Deer Hunter	15000000.0	50000000.0	50009253.0	R	Drama
2041	When a Stranger Calls	15000000.0	47860214.0	67215435.0	PG-13	Horror
2042	Big Fat Liar	15000000.0	47811275.0	52461017.0	PG	Adventure
2043	Cop Land	15000000.0	44906632.0	63706632.0	R	Drama
2044	Wag the Dog	15000000.0	43057470.0	64252038.0	R	Drama
2045	The Lizzie McGuire Movie	15000000.0	42734455.0	55534455.0	PG	Adventure
2046	The Faculty	15000000.0	40283321.0	40283321.0	R	Horror
2047	What's Love Got to Do With It	15000000.0	39100956.0	39100956.0	R	Drama
2048	Not Another Teen Movie	15000000.0	37882551.0	62401343.0	R	Comedy
2049	Wild	15000000.0	37880356.0	52460543.0	R	Drama
2050	Lawrence of Arabia	15000000.0	37495385.0	69995385.0	PG	Adventure
2051	The Theory of Everything	15000000.0	35893537.0	123327692.0	PG-13	Drama
2052	Drive	15000000.0	35060689.0	81357930.0	R	Action
2053	Malibu's Most Wanted	15000000.0	34308901.0	34499204.0	PG-13	Comedy
