site,Q1_age,Q2_sex,Q3_grade,Q4_hispanic,Q5_race,Q6_height_m,Q7_weight_kg,Q25_bullied_school,Q26_sad_hopeless,Q27_suicide_consider,Q28_suicide_plan,Q29_suicide_attempt,Q30_suicide_injury,Q64_sexual_identity,Q65_transgender,Q80_social_media_hours,Q81_video_game_hours,BMI
XX,5.0,2.0,3.0,2.0,E,1.63,68.04,1.0,2.0,1.0,1.0,,,1.0,1.0,8.0,2.0,25.60879220143777
XX,7.0,2.0,4.0,2.0,E,1.83,61.24,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,18.286601570664992
XX,6.0,1.0,4.0,2.0,E,1.63,63.5,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,2.0,23.90003387406376
XX,7.0,1.0,4.0,2.0,E,1.55,73.94,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,30.776274713839747
XX,6.0,2.0,3.0,2.0,E,1.7,63.5,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,21.972318339100347
XX,6.0,1.0,3.0,2.0,A,1.57,51.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,20.795975495963322
XX,6.0,1.0,3.0,2.0,A,1.52,68.04,1.0,1.0,1.0,1.0,1.0,1.0,,,,,29.449445983379505
XX,7.0,2.0,4.0,2.0,A,1.88,68.04,2.0,2.0,2.0,2.0,,,1.0,3.0,1.0,2.0,19.250792213671346
XX,7.0,2.0,3.0,2.0,A,1.75,68.04,2.0,2.0,2.0,2.0,,,3.0,4.0,2.0,2.0,22.21714285714286
XX,5.0,1.0,3.0,2.0,A,,,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,8.0,2.0,
XX,5.0,1.0,3.0,2.0,E,1.7,77.11,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,26.68166089965398
XX,6.0,2.0,3.0,2.0,A,1.73,108.86,2.0,1.0,1.0,1.0,,,1.0,1.0,6.0,2.0,36.372748838918774
XX,5.0,2.0,2.0,2.0,A,1.98,142.88,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,36.44526068768493
XX,5.0,2.0,3.0,1.0,D,1.88,74.84,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,21.174739701222276
XX,3.0,1.0,1.0,2.0,,1.57,54.43,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,22.082031725424965
XX,6.0,2.0,3.0,2.0,E,1.65,54.43,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,6.0,2.0,19.99265381083563
XX,6.0,1.0,4.0,2.0,A   E,1.68,136.08,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,48.21428571428573
XX,7.0,1.0,4.0,2.0,A,1.68,63.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,22.498582766439913
XX,6.0,2.0,4.0,2.0,A   E,1.85,65.77,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,19.21694667640613
XX,7.0,1.0,4.0,1.0,A,1.6,54.43,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,21.261718749999996
XX,7.0,2.0,4.0,1.0,,1.78,72.58,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,22.907461179144047
XX,7.0,1.0,4.0,2.0,A   E,1.65,58.97,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,21.660238751147844
XX,7.0,1.0,4.0,2.0,A   E,1.63,52.16,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,19.631901840490798
XX,7.0,1.0,4.0,2.0,E,1.57,59.88,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,24.293074769767536
XX,6.0,1.0,4.0,2.0,E,1.75,58.97,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,19.25551020408163
XX,7.0,2.0,4.0,2.0,A   E,1.93,106.6,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,3.0,28.61821793873661
XX,7.0,2.0,4.0,2.0,A,1.75,65.77,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,21.47591836734694
XX,7.0,1.0,4.0,2.0,A,1.73,63.5,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,21.216879949213137
XX,6.0,1.0,4.0,2.0,A,1.73,61.24,2.0,1.0,1.0,1.0,,,1.0,1.0,6.0,2.0,20.461759497477363
XX,6.0,1.0,4.0,2.0,A   E,1.6,58.97,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,23.035156249999996
XX,6.0,1.0,4.0,2.0,A,1.6,72.58,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,28.351562499999993
XX,7.0,1.0,4.0,2.0,A,1.75,65.77,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,21.47591836734694
XX,7.0,2.0,4.0,2.0,A   E,1.78,74.84,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,23.620754955182427
XX,7.0,2.0,4.0,2.0,E,1.83,92.08,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,27.495595568694196
XX,7.0,1.0,4.0,2.0,E,1.55,79.38,1.0,1.0,1.0,,1.0,,2.0,2.0,8.0,2.0,33.04058272632674
XX,6.0,1.0,4.0,2.0,BC,1.6,53.07,1.0,1.0,1.0,,2.0,,3.0,3.0,6.0,2.0,20.730468749999996
XX,6.0,1.0,4.0,2.0,E,1.55,54.43,1.0,1.0,2.0,,1.0,,4.0,1.0,8.0,2.0,22.655567117585846
XX,7.0,2.0,4.0,2.0,E,1.78,65.77,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,20.75811134957707
XX,7.0,1.0,4.0,2.0,E,1.63,70.31,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,1.0,26.463171365124772
XX,6.0,2.0,4.0,1.0,C,1.7,65.77,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,,22.757785467128027
XX,6.0,1.0,4.0,2.0,E,1.73,52.16,2.0,2.0,2.0,,1.0,,1.0,1.0,5.0,2.0,17.427912726786726
XX,6.0,2.0,4.0,2.0,E,1.9,77.11,2.0,2.0,2.0,,1.0,,1.0,1.0,4.0,2.0,21.3601108033241
XX,7.0,1.0,4.0,2.0,E,1.6,56.7,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,2.0,22.148437499999996
XX,7.0,2.0,4.0,2.0,E,1.68,72.58,2.0,1.0,2.0,,1.0,,,,,,25.71570294784581
XX,6.0,2.0,4.0,1.0,E,1.8,83.92,2.0,2.0,2.0,,1.0,,1.0,1.0,7.0,1.0,25.901234567901234
XX,6.0,1.0,4.0,2.0,E,1.55,48.99,2.0,2.0,2.0,,1.0,,2.0,1.0,6.0,2.0,20.391259105098854
XX,7.0,2.0,4.0,2.0,E,1.9,61.24,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,16.963988919667592
XX,6.0,1.0,4.0,2.0,E,1.73,86.18,2.0,1.0,2.0,,1.0,,2.0,1.0,6.0,3.0,28.794814394065956
XX,7.0,1.0,4.0,1.0,E,1.6,86.18,2.0,1.0,2.0,,1.0,,1.0,1.0,8.0,2.0,33.66406249999999
XX,5.0,1.0,3.0,2.0,E,1.65,61.69,2.0,2.0,2.0,,1.0,,1.0,1.0,5.0,2.0,22.6593204775023
XX,6.0,2.0,3.0,2.0,E,1.85,68.04,2.0,2.0,2.0,,1.0,,1.0,4.0,6.0,2.0,19.880204528853177
XX,6.0,2.0,3.0,2.0,E,1.68,65.77,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,2.0,23.302862811791385
XX,5.0,2.0,3.0,2.0,E,1.83,68.04,2.0,2.0,2.0,,1.0,,1.0,1.0,1.0,2.0,20.317119054017738
XX,6.0,1.0,3.0,2.0,B,,,2.0,2.0,2.0,,1.0,,5.0,1.0,6.0,2.0,
XX,5.0,1.0,3.0,2.0,E,1.63,63.5,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,23.90003387406376
XX,6.0,2.0,3.0,2.0,E,1.7,69.4,1.0,1.0,2.0,,1.0,,1.0,1.0,7.0,2.0,24.01384083044983
XX,5.0,1.0,2.0,2.0,E,1.57,49.44,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,3.0,20.057608827944335
XX,5.0,2.0,2.0,2.0,B,1.75,81.65,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,3.0,26.66122448979592
XX,4.0,1.0,2.0,1.0,,,,2.0,2.0,2.0,,1.0,,4.0,3.0,1.0,3.0,
XX,4.0,2.0,2.0,2.0,B  E,1.63,52.16,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,3.0,19.631901840490798
XX,5.0,1.0,2.0,2.0,E,1.68,81.65,1.0,1.0,2.0,,1.0,,3.0,1.0,6.0,2.0,28.92928004535148
XX,4.0,2.0,2.0,2.0,C E,2.01,77.11,,1.0,2.0,,3.0,,2.0,2.0,6.0,2.0,19.086161233632836
XX,4.0,1.0,2.0,2.0,E,1.65,88.45,2.0,2.0,2.0,,1.0,,1.0,1.0,1.0,2.0,32.488521579430675
XX,4.0,1.0,2.0,2.0,E,1.6,63.5,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,3.0,24.804687499999996
XX,5.0,2.0,2.0,2.0,E,1.78,74.84,2.0,1.0,2.0,,1.0,,1.0,1.0,6.0,2.0,23.620754955182427
XX,5.0,1.0,2.0,2.0,E,1.65,49.9,2.0,1.0,1.0,,2.0,,1.0,1.0,6.0,2.0,18.328741965105603
XX,4.0,1.0,2.0,2.0,B,1.6,44.91,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,17.542968749999996
XX,5.0,2.0,2.0,2.0,E,1.75,60.78,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,2.0,19.846530612244898
XX,4.0,2.0,2.0,2.0,E,1.78,74.84,2.0,2.0,2.0,,1.0,,4.0,1.0,1.0,2.0,23.620754955182427
XX,4.0,1.0,2.0,2.0,B,1.6,52.16,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,20.374999999999996
XX,4.0,2.0,2.0,2.0,E,1.8,102.06,2.0,2.0,2.0,,1.0,,1.0,1.0,1.0,2.0,31.5
XX,4.0,2.0,2.0,2.0,B,,,2.0,1.0,1.0,,1.0,,1.0,1.0,6.0,2.0,
XX,5.0,1.0,2.0,2.0,E,1.57,44.91,1.0,2.0,2.0,,1.0,,1.0,1.0,7.0,2.0,18.21980607732565
XX,4.0,2.0,2.0,1.0,E,1.65,52.62,2.0,2.0,2.0,,1.0,,1.0,1.0,1.0,2.0,19.327823691460058
XX,4.0,2.0,2.0,1.0,E,,,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,
XX,4.0,1.0,2.0,2.0,E,1.52,34.93,1.0,1.0,2.0,,1.0,,1.0,1.0,8.0,2.0,15.118594182825484
XX,5.0,1.0,2.0,2.0,B,1.6,44.0,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,17.187499999999996
XX,4.0,2.0,2.0,2.0,A   E,1.78,54.89,1.0,1.0,1.0,,2.0,,3.0,1.0,8.0,3.0,17.324201489710894
XX,4.0,1.0,2.0,2.0,E,1.75,65.77,1.0,2.0,2.0,,1.0,,1.0,1.0,8.0,2.0,21.47591836734694
XX,5.0,1.0,2.0,1.0,E,1.57,52.16,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,2.0,21.161101870258427
XX,5.0,1.0,2.0,2.0,E,1.63,55.34,1.0,1.0,2.0,,1.0,,5.0,1.0,6.0,2.0,20.828785426625018
XX,4.0,2.0,2.0,2.0,CD,1.88,86.18,1.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,24.3832050701675
XX,5.0,2.0,2.0,2.0,E,1.8,79.38,1.0,1.0,2.0,,1.0,,1.0,1.0,8.0,2.0,24.499999999999996
XX,4.0,1.0,2.0,2.0,E,1.6,54.43,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,2.0,21.261718749999996
XX,4.0,2.0,2.0,2.0,E,,,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,3.0,
XX,7.0,2.0,4.0,1.0,C,1.78,78.47,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,3.0,24.76644363085469
XX,5.0,2.0,2.0,1.0,D,1.8,62.14,2.0,1.0,2.0,,1.0,,1.0,1.0,6.0,2.0,19.179012345679013
XX,6.0,1.0,4.0,2.0,C,1.57,70.76,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,28.707046939023897
XX,4.0,2.0,2.0,2.0,C,1.85,119.75,1.0,1.0,1.0,,1.0,,1.0,1.0,8.0,2.0,34.9890430971512
XX,5.0,2.0,3.0,2.0,C,1.75,58.97,2.0,2.0,,,5.0,,1.0,1.0,1.0,2.0,19.25551020408163
XX,6.0,1.0,3.0,2.0,E,1.7,99.79,2.0,2.0,2.0,,1.0,,3.0,1.0,6.0,2.0,34.52941176470589
XX,4.0,2.0,2.0,2.0,E,1.8,77.11,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,2.0,23.79938271604938
XX,4.0,2.0,2.0,2.0,E,1.65,86.18,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,31.65472910927457
XX,6.0,1.0,3.0,2.0,E,1.63,55.34,1.0,1.0,2.0,,1.0,,1.0,1.0,8.0,2.0,20.828785426625018
XX,5.0,2.0,3.0,2.0,A,1.68,68.04,2.0,2.0,2.0,,1.0,,6.0,1.0,4.0,2.0,24.107142857142865
XX,7.0,2.0,4.0,2.0,C E,1.83,79.38,2.0,2.0,2.0,,1.0,,1.0,1.0,5.0,2.0,23.703305563020688
XX,5.0,1.0,2.0,2.0,E,1.65,54.43,2.0,2.0,1.0,,1.0,,5.0,1.0,6.0,2.0,19.99265381083563
XX,4.0,2.0,2.0,2.0,C E,1.75,65.77,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,2.0,21.47591836734694
XX,5.0,2.0,2.0,2.0,E,1.8,113.4,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,35.0
XX,6.0,2.0,4.0,2.0,E,1.73,61.24,1.0,1.0,2.0,,3.0,,4.0,1.0,6.0,2.0,20.461759497477363
XX,4.0,1.0,1.0,1.0,E,1.65,63.5,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,23.32415059687787
XX,5.0,1.0,3.0,2.0,B,1.47,49.44,2.0,2.0,2.0,,1.0,,1.0,1.0,4.0,3.0,22.87935582396224
XX,4.0,2.0,2.0,2.0,C,1.7,52.16,1.0,2.0,2.0,,2.0,,1.0,1.0,8.0,2.0,18.048442906574394
XX,4.0,1.0,2.0,1.0,C,1.68,51.26,2.0,1.0,2.0,,1.0,,1.0,1.0,6.0,2.0,18.16184807256236
XX,4.0,2.0,2.0,2.0,E,1.85,108.86,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,2.0,31.80715850986121
XX,4.0,2.0,1.0,2.0,E,,,2.0,2.0,2.0,,1.0,,6.0,1.0,1.0,3.0,
XX,3.0,1.0,1.0,2.0,E,1.52,45.81,2.0,1.0,2.0,,1.0,,1.0,1.0,5.0,2.0,19.827735457063714
XX,5.0,2.0,3.0,1.0,D,1.78,131.54,2.0,2.0,2.0,,1.0,,1.0,1.0,2.0,2.0,41.51622269915414
XX,4.0,1.0,1.0,2.0,E,,,1.0,1.0,1.0,,1.0,,4.0,2.0,8.0,2.0,
XX,5.0,1.0,2.0,1.0,,,,2.0,1.0,2.0,,1.0,,1.0,1.0,6.0,2.0,
XX,7.0,2.0,4.0,1.0,C,1.78,96.16,2.0,2.0,2.0,,1.0,,1.0,1.0,2.0,2.0,30.34970332028784
XX,3.0,2.0,1.0,2.0,E,1.65,56.7,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,2.0,20.82644628099174
XX,4.0,1.0,2.0,1.0,,,,2.0,2.0,2.0,,1.0,,5.0,1.0,6.0,2.0,
XX,4.0,1.0,2.0,2.0,E,1.65,80.74,1.0,2.0,2.0,,1.0,,3.0,2.0,2.0,2.0,29.656565656565657
XX,5.0,1.0,2.0,2.0,E,1.65,68.04,2.0,2.0,2.0,,1.0,,1.0,1.0,1.0,2.0,24.991735537190088
XX,5.0,2.0,2.0,2.0,C,,,2.0,,2.0,,1.0,,1.0,1.0,6.0,,
XX,1.0,2.0,5.0,2.0,E,1.55,77.11,2.0,2.0,2.0,,1.0,,,,1.0,3.0,32.09573361082206
XX,3.0,2.0,1.0,2.0,E,1.6,54.43,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,21.261718749999996
XX,5.0,2.0,2.0,2.0,C,,,2.0,1.0,2.0,,1.0,,5.0,3.0,8.0,2.0,
XX,3.0,2.0,1.0,2.0,E,1.7,54.43,2.0,1.0,1.0,,1.0,,3.0,1.0,8.0,2.0,18.833910034602077
XX,4.0,2.0,1.0,2.0,E,1.75,61.69,2.0,2.0,2.0,,1.0,,2.0,1.0,5.0,2.0,20.143673469387753
XX,4.0,1.0,1.0,2.0,E,1.6,47.63,2.0,2.0,2.0,,1.0,,1.0,1.0,5.0,2.0,18.605468749999996
XX,5.0,2.0,2.0,2.0,E,1.83,68.49,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,2.0,20.451491534533723
XX,6.0,2.0,3.0,2.0,E,1.8,88.91,2.0,2.0,2.0,,1.0,,3.0,1.0,8.0,2.0,27.441358024691354
XX,4.0,2.0,1.0,2.0,E,1.75,61.24,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,19.996734693877553
XX,5.0,1.0,2.0,2.0,E,1.6,49.44,2.0,1.0,1.0,,3.0,,1.0,1.0,7.0,2.0,19.312499999999996
XX,5.0,1.0,3.0,1.0,,1.55,68.04,2.0,1.0,2.0,,1.0,,1.0,1.0,7.0,2.0,28.320499479708637
XX,3.0,2.0,1.0,1.0,D,1.63,45.81,2.0,2.0,2.0,,1.0,,3.0,1.0,5.0,2.0,17.241898453084424
XX,5.0,1.0,3.0,1.0,,1.65,65.77,2.0,1.0,1.0,,1.0,,1.0,1.0,4.0,2.0,24.157943067033976
XX,6.0,1.0,3.0,2.0,E,,,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,,
XX,4.0,1.0,1.0,1.0,A C,1.6,44.0,1.0,1.0,1.0,,4.0,,3.0,1.0,8.0,2.0,17.187499999999996
XX,3.0,1.0,1.0,1.0,,,,2.0,1.0,2.0,,1.0,,1.0,1.0,8.0,2.0,
XX,3.0,1.0,1.0,2.0,E,1.52,61.24,1.0,1.0,1.0,,5.0,,3.0,1.0,8.0,2.0,26.50623268698061
XX,4.0,1.0,2.0,2.0,A   E,1.57,47.63,2.0,1.0,2.0,,1.0,,1.0,1.0,6.0,2.0,19.323299119639742
XX,5.0,1.0,2.0,1.0,,,,2.0,2.0,2.0,,1.0,,1.0,1.0,4.0,2.0,
XX,5.0,1.0,2.0,2.0,E,1.68,53.52,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,18.96258503401361
XX,5.0,1.0,2.0,1.0,C,1.7,61.69,1.0,1.0,1.0,,3.0,,3.0,1.0,8.0,2.0,21.346020761245676
XX,4.0,1.0,1.0,2.0,E,,,1.0,1.0,1.0,,2.0,,3.0,1.0,8.0,2.0,
XX,4.0,1.0,1.0,1.0,E,1.63,88.45,2.0,1.0,,,,,4.0,1.0,8.0,2.0,33.29067710489669
XX,4.0,1.0,2.0,2.0,E,1.55,67.13,2.0,1.0,2.0,,1.0,,3.0,1.0,8.0,2.0,27.941727367325697
XX,5.0,1.0,3.0,1.0,,1.6,77.11,2.0,2.0,2.0,,1.0,,3.0,1.0,6.0,2.0,30.121093749999993
XX,4.0,1.0,2.0,1.0,E,1.63,125.19,1.0,1.0,2.0,,1.0,,1.0,1.0,8.0,2.0,47.11882268809515
XX,7.0,1.0,4.0,1.0,C,,,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,2.0,
XX,6.0,1.0,3.0,2.0,C,,,2.0,1.0,2.0,,1.0,,1.0,1.0,6.0,2.0,
XX,4.0,1.0,1.0,2.0,E,,,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,
XX,5.0,1.0,2.0,2.0,E,1.68,65.77,2.0,2.0,2.0,,1.0,,1.0,1.0,6.0,2.0,23.302862811791385
XX,4.0,2.0,1.0,2.0,C,1.75,74.84,1.0,1.0,1.0,,3.0,,1.0,1.0,8.0,2.0,24.437551020408165
XX,6.0,2.0,3.0,2.0,C,1.73,61.24,2.0,2.0,2.0,,1.0,,1.0,1.0,8.0,2.0,20.461759497477363
XX,3.0,1.0,1.0,2.0,C,,,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,8.0,,
XX,4.0,2.0,1.0,2.0,CD,1.8,58.51,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,,18.05864197530864
XX,3.0,2.0,1.0,2.0,B D,1.73,117.48,2.0,2.0,2.0,2.0,,,2.0,1.0,6.0,,39.252898526512745
XX,3.0,1.0,1.0,2.0,B D,1.57,56.25,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,,22.820398393443952
XX,3.0,2.0,1.0,2.0,BCD,1.78,61.24,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,,19.328367630349703
XX,3.0,1.0,1.0,2.0,D,1.6,68.95,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,,26.933593749999996
XX,4.0,2.0,1.0,2.0,CD,1.8,88.45,,2.0,2.0,2.0,,,1.0,1.0,7.0,,27.299382716049383
XX,5.0,1.0,1.0,1.0,B D,1.57,51.71,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,,,20.978538683110877
XX,3.0,2.0,1.0,2.0,B,1.63,53.52,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,20.14377658173059
XX,3.0,2.0,1.0,2.0,B D,1.83,98.43,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,,29.39174057153095
XX,3.0,1.0,1.0,2.0,D,1.6,75.75,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,,29.589843749999993
XX,3.0,1.0,1.0,2.0,D,1.7,81.65,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,,28.252595155709347
XX,4.0,2.0,1.0,2.0,BCD,1.75,67.59,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,6.0,,22.070204081632653
XX,4.0,2.0,1.0,2.0,B,1.7,102.06,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,6.0,,35.31487889273357
XX,3.0,2.0,1.0,2.0,B D,1.8,111.59,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,,34.441358024691354
XX,3.0,2.0,1.0,,D,1.73,63.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,7.0,,21.216879949213137
XX,4.0,2.0,1.0,2.0,DE,1.8,127.01,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,,39.20061728395061
XX,4.0,2.0,2.0,2.0,DE,1.73,83.01,,,2.0,2.0,1.0,1.0,1.0,1.0,7.0,,27.735641017073743
XX,4.0,1.0,2.0,1.0,B DE,1.65,58.06,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,21.325987144168966
XX,4.0,2.0,2.0,2.0,D,1.85,85.28,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,,24.917457998539078
XX,4.0,1.0,2.0,2.0,B,1.57,38.56,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,6.0,,15.64363665868798
XX,6.0,1.0,2.0,2.0,B,1.57,68.04,1.0,1.0,1.0,2.0,,,1.0,1.0,3.0,,27.60355389670981
XX,4.0,1.0,2.0,,B DE,1.57,86.18,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,,34.96287881861333
XX,5.0,2.0,2.0,2.0,C E,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
XX,4.0,2.0,2.0,2.0,D,1.83,95.26,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,,28.44516109767386
XX,4.0,2.0,2.0,2.0,D,1.78,129.73,2.0,2.0,2.0,2.0,,,1.0,1.0,8.0,,40.944956444893315
XX,5.0,2.0,2.0,2.0,D,1.83,163.3,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,,48.7622801516916
XX,5.0,2.0,2.0,2.0,D,1.85,117.94,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,8.0,,34.46018991964937
XX,4.0,2.0,2.0,1.0,C E,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,,
XX,4.0,1.0,2.0,2.0,B D,1.6,45.36,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,,17.718749999999996
XX,5.0,2.0,2.0,2.0,B D,1.73,68.04,2.0,2.0,2.0,2.0,,,4.0,1.0,7.0,,22.733803334558456
XX,4.0,2.0,2.0,2.0,B DE,1.73,77.11,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,,25.764308864312206
XX,4.0,2.0,2.0,2.0,D,,,2.0,2.0,2.0,2.0,,,1.0,1.0,3.0,,
XX,5.0,1.0,3.0,2.0,D,,,2.0,2.0,2.0,2.0,,,1.0,1.0,5.0,,
XX,6.0,1.0,3.0,1.0,AB D,1.57,52.16,2.0,2.0,2.0,2.0,,,1.0,1.0,4.0,,21.161101870258427
XX,5.0,1.0,3.0,,B D,1.7,77.11,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,5.0,,26.68166089965398
XX,5.0,1.0,3.0,2.0,AB DE,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,,
XX,6.0,2.0,3.0,2.0,B,1.68,98.43,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,,34.87457482993198
XX,5.0,1.0,3.0,2.0,B,1.52,40.82,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,,17.667936288088644
XX,6.0,2.0,3.0,2.0,B D,1.85,77.11,2.0,2.0,2.0,2.0,,,1.0,1.0,2.0,,22.530314097881664
XX,5.0,1.0,3.0,2.0,D,1.55,58.51,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,,24.353798126951087
XX,5.0,2.0,3.0,2.0,D,1.7,73.94,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,,25.584775086505193
XX,5.0,2.0,3.0,2.0,B D,1.6,54.89,2.0,2.0,2.0,2.0,,,1.0,1.0,6.0,,21.441406249999996
XX,7.0,2.0,3.0,,,,,,,,,,1.0,1.0,1.0,1.0,,
XX,4.0,2.0,2.0,2.0,B,1.68,58.51,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,,20.73058390022676
XX,7.0,2.0,4.0,2.0,B D,1.65,63.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,,23.32415059687787
XX,5.0,2.0,3.0,2.0,B  E,1.73,54.43,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,,18.186374419459387
XX,5.0,2.0,3.0,2.0,B D,1.75,79.38,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,,25.919999999999998
