AGE,SEX,EDUC,INCTOT,PERWT
58,1,6,80000,6500
62,1,6,80000,3700
55,2,6,50000,12000
33,2,11,93000,11700
26,1,10,100000,19700
72,1,10,73620,9600
43,2,11,50000,4500
67,1,6,102500,12800
88,2,7,24000,6100
60,1,6,32000,3500
73,1,7,29800,8400
37,2,10,40000,7800
40,2,11,95000,36200
37,1,7,70000,12100
64,2,7,44900,20000
74,1,6,60200,7500
26,1,10,47000,6500
63,1,7,60000,1300
45,1,5,19300,11400
34,2,10,55000,58800
56,2,11,20000,16700
54,2,7,44000,2000
56,2,6,7100,5100
74,1,7,24400,6300
50,2,6,17000,11500
44,2,6,44000,8200
35,2,10,94000,11100
26,2,11,30000,4900
40,1,7,52000,4200
53,2,7,3900,21800
43,1,6,44900,10400
58,2,6,5100,7000
63,1,6,40500,2200
67,2,8,18000,2700
74,2,6,8300,9700
74,2,6,31800,6400
41,1,10,132000,12900
61,2,10,60000,5900
66,2,8,10800,2500
36,1,5,12000,6700
66,2,6,8900,2400
51,1,6,22500,1700
33,1,10,140000,5300
47,1,5,50000,7500
44,2,6,40000,4200
61,1,6,60000,1700
45,1,8,108000,7700
95,1,7,25300,2900
66,1,6,100100,4800
76,2,10,44000,8800
55,2,1,33000,34400
95,1,11,72000,9500
25,1,6,102630,17600
55,2,6,250000,6000
65,2,10,4500,5400
45,1,6,15000,1200
33,2,10,90000,6700
81,2,10,12200,38000
69,1,6,30000,2000
78,2,6,34200,2100
36,1,5,95000,15600
27,2,11,8000,1600
40,1,10,208000,9800
82,2,6,22400,7300
43,1,10,150000,7700
38,2,8,30000,6300
35,1,7,29000,5100
29,1,6,32000,12700
64,1,7,24260,6600
53,2,6,24000,6000
62,2,6,134000,15300
65,1,6,1600,1100
86,2,10,5500,5500
30,1,7,102000,3600
74,2,6,3600,5400
41,1,6,16800,9900
66,2,10,37600,5800
84,1,11,14200,6600
72,2,6,26600,1900
83,2,7,54300,9600
37,1,6,45000,3600
42,2,0,30000,13400
29,2,10,120000,7300
25,2,6,23000,4800
55,1,6,41200,4400
77,2,8,8000,4400
71,1,6,56500,1600
50,1,6,10000,4600
59,2,6,43800,3500
27,2,7,9200,32800
78,1,6,26000,4900
50,1,6,65000,12500
45,1,8,25300,9900
75,2,6,50900,6500
73,1,6,3600,6900
65,1,6,48000,7900
77,1,11,57200,6500
63,1,11,15000,4000
34,2,6,19100,2400
70,1,10,82500,6300
85,2,7,9400,1300
58,1,10,90000,7500
32,1,6,4800,2900
42,2,10,5000,8700
33,2,11,156000,11800
52,2,11,600,5600
28,2,10,40000,1500
72,1,7,20900,5700
67,2,7,387000,7800
80,1,2,10000,11600
76,1,6,35000,14300
93,2,11,102600,7000
50,2,7,59000,9200
62,1,10,37000,6800
67,2,10,91500,6700
36,1,10,150000,17700
76,2,6,15000,4800
29,2,10,180000,12700
54,2,10,242040,4500
34,1,10,45000,7800
71,1,6,34900,5300
57,2,6,52000,7200
60,1,7,107200,5100
25,2,10,26000,5200
94,2,10,9000,1100
25,1,6,60000,15500
43,1,6,27000,6100
69,1,8,27600,3600
44,1,10,220500,7900
31,2,11,200000,5300
51,2,7,150000,1700
33,1,10,110000,13300
59,2,8,125300,9800
71,2,7,36000,5700
33,2,6,20000,2700
45,2,2,100,9500
52,1,10,380000,8800
63,1,6,40000,7500
64,2,6,120000,5500
26,2,7,50000,4500
39,2,11,65000,7500
62,1,6,1400,12100
81,1,6,14400,800
50,2,11,110000,13000
25,1,0,55000,3800
62,1,11,71900,6000
74,1,10,53600,9600
30,1,10,110000,4900
26,1,6,4500,2800
33,2,6,3000,7100
90,1,4,51100,5800
47,1,11,26000,7900
70,2,5,16800,8100
38,2,8,49100,7800
53,1,10,72800,7600
61,1,7,100000,8900
49,1,6,28000,30400
52,1,11,119000,8900
65,2,8,30000,8300
73,1,10,19000,4500
42,2,10,98000,10000
78,2,11,63200,6800
49,1,10,13100,6700
76,1,6,3200,3000
55,1,11,87200,21100
49,1,7,50000,6200
49,2,6,62000,4200
47,1,11,85000,22000
33,1,6,62000,12300
36,1,6,190000,6200
38,1,6,85000,26500
54,1,10,140000,5000
26,2,6,32000,6000
46,1,6,70000,1600
37,2,11,86000,9800
60,1,7,115300,7400
55,2,11,85000,7900
50,2,11,55000,3700
36,1,10,32000,7300
56,1,10,180000,7200
54,1,10,35000,10000
57,2,7,23000,900
72,1,6,19800,5400
62,2,6,57000,600
55,1,6,48900,10700
58,1,6,56000,2900
89,2,6,8300,4700
70,2,6,24000,7500
62,2,4,6400,5000
62,1,6,84900,3400
74,2,6,4000,5400
87,2,11,44600,1000
30,2,10,16600,7300
77,2,6,21900,10800
75,2,7,21200,800
70,2,6,38400,11500
40,1,7,11600,1200
80,2,10,12000,2300
36,1,6,98200,7300
73,2,7,19000,5400
27,1,6,72000,4200
54,1,6,75000,6400
30,2,6,50000,33000
79,2,6,3000,1500
54,1,6,90000,11300
53,2,10,4500,7800
50,2,7,3400,17900
49,2,10,34000,4800
74,2,7,36200,3000
37,2,6,30000,45400
54,1,11,494000,7400
62,2,6,28000,5400
82,2,10,54500,2900
43,2,6,50000,13200
35,2,10,85000,13400
34,2,10,22200,12700
52,1,6,95000,1500
29,2,5,10000,4300
25,1,6,20000,3100
72,2,11,28000,4200
78,1,11,76600,4400
71,2,6,13460,4700
28,2,10,63000,10800
94,2,6,9600,32300
37,1,10,9000,6400
50,2,10,127000,6000
48,2,11,75000,8500
70,1,11,30600,8800
36,1,6,75000,19800
74,1,7,33400,19500
25,1,6,9000,5400
81,1,5,35420,3800
36,1,10,120000,6100
59,2,6,102000,15200
44,2,7,52000,10300
71,2,8,44100,5900
78,1,10,118000,29700
64,1,6,65400,10700
27,1,6,3500,1500
46,1,10,100600,6400
42,1,6,72000,17000
33,2,11,89000,12400
35,1,11,125000,2300
33,1,11,130000,4900
39,1,11,63000,11900
53,2,10,102300,3400
57,1,10,75000,6800
36,1,11,165000,38700
54,2,6,115000,3800
35,1,7,130000,18700
26,1,6,14900,13500
28,1,11,135750,28600
52,2,10,60000,5700
48,2,10,58000,4000
37,1,10,727000,5100
55,1,7,90000,13100
83,2,6,118200,5600
30,1,10,60000,3400
78,2,11,5200,4900
66,2,1,20400,57100
67,2,6,42700,8700
28,2,6,2400,600
65,1,7,21400,7000
68,1,11,350000,6200
31,2,10,62000,31300
30,2,8,55000,21700
57,2,11,89000,6700
44,1,6,140750,3900
38,1,6,70000,19500
60,1,6,75000,4500
79,2,6,3000,6000
35,1,6,55100,6900
76,2,6,5000,6300
25,1,6,30000,7200
73,2,6,7500,6000
79,2,6,66700,4600
64,2,6,11400,6200
52,2,2,10200,11300
64,1,10,4500,16900
58,1,10,70000,47400
25,1,8,28300,8000
70,2,10,9000,2900
45,1,11,15200,10400
84,2,6,2900,1200
59,1,7,98000,7500
37,2,11,57000,9100
80,1,6,17500,5100
64,2,8,150000,13200
84,1,6,25600,7800
54,2,11,52000,4400
51,2,7,80000,11200
78,2,8,42100,6500
43,1,3,13000,1300
38,2,6,45000,4900
80,1,6,32200,1900
42,2,8,69000,3500
72,2,10,439400,4800
50,1,6,75000,4800
37,1,10,85000,13100
67,1,10,56000,29000
29,2,11,115000,2800
33,1,6,60000,5300
42,1,10,123000,6500
40,1,11,200000,8800
44,2,11,160000,5300
47,1,6,36000,10000
43,2,10,100000,9700
28,1,10,125000,10100
65,1,10,90700,5800
40,2,6,14100,2100
77,2,6,48000,10600
74,1,6,21100,6700
47,2,6,22700,6300
70,2,11,14500,27500
50,2,10,90000,6700
64,1,6,10200,2000
58,1,6,131000,14900
42,1,6,70000,43600
67,1,10,20000,5200
60,2,6,213000,9200
76,1,8,96700,42100
84,2,6,10000,3800
45,2,11,36000,8300
57,2,6,12000,10300
35,1,11,100000,6100
60,1,8,55000,8800
76,1,6,45920,9900
64,2,2,2100,6300
25,1,10,58000,4800
45,1,4,130000,1700
60,1,6,89210,7600
36,2,11,75000,7800
64,2,11,40000,7400
61,2,6,96000,19100
79,2,7,9990,1000
29,2,11,74000,6800
60,1,11,130000,7700
68,2,6,35000,12000
79,2,6,16000,3500
42,1,6,98000,600
76,1,6,33300,5100
57,2,11,150000,4100
76,2,6,25000,6900
34,1,6,9000,27400
74,1,6,40000,6500
38,2,8,41000,18700
45,1,7,6900,8700
55,1,6,12000,4000
71,1,10,6800,2900
34,1,7,65000,6000
69,2,6,21000,9400
69,2,6,12300,900
82,2,0,1400,8200
44,1,11,141000,15800
69,1,7,103600,18500
33,2,7,7500,7000
88,2,10,228100,3700
35,2,10,89000,5600
61,2,6,71000,8000
44,1,10,300000,7400
27,2,8,38000,11000
58,1,8,48000,6400
72,2,6,43300,4500
42,2,6,35000,1100
46,2,10,65000,5100
48,1,6,190000,19700
51,2,6,60000,16900
69,1,10,75300,5300
32,2,11,135000,9500
76,1,10,40000,10000
38,1,11,220000,14200
70,2,10,98800,41900
61,1,11,182000,6400
79,2,0,9600,14800
38,2,11,14500,6300
35,1,6,42000,4600
37,2,6,7500,4000
80,2,6,24300,13700
30,1,6,33900,12700
47,2,6,30000,10200
44,2,11,45000,11000
35,2,7,900,9100
66,1,6,126300,12300
88,1,6,370000,2200
40,1,7,15600,11100
47,1,10,124000,15600
70,2,6,12000,9600
66,2,6,17900,5100
56,1,2,11000,3700
66,1,6,84000,5900
60,2,11,40000,1700
64,2,8,28600,24300
36,2,10,17400,4900
65,2,8,25200,5600
62,2,10,25340,4700
61,1,8,64000,5400
56,2,7,17200,9100
64,1,6,52000,8400
72,1,6,46000,4700
49,2,6,25000,8000
42,1,4,45000,18100
71,2,10,124000,5300
74,1,7,17200,6100
46,2,11,310000,14200
46,2,10,50000,10500
81,1,7,21590,8800
70,1,7,9160,8000
78,2,4,30400,6900
83,1,6,74100,1600
47,2,10,45000,8300
50,2,6,35000,18300
64,2,11,125000,5300
49,1,11,727000,10600
41,1,7,43000,3500
33,1,11,115000,8900
85,1,11,201400,6800
54,2,11,91500,12100
50,2,6,87000,8400
61,2,7,16500,10600
39,2,7,23000,2700
63,1,11,154000,8500
48,2,8,100000,2100
73,1,7,30000,4700
59,2,6,4800,5700
65,1,6,75000,57100
79,1,6,39300,12300
44,2,7,80000,15900
77,1,5,17800,26500
39,2,10,130000,15700
56,1,6,76000,6400
38,2,10,146000,4300
29,1,7,67000,8500
72,1,6,41000,1000
66,1,10,65000,5500
60,1,8,55000,12100
40,2,11,80000,19300
26,1,6,42000,10400
33,1,6,33000,11600
61,2,0,80000,10800
66,2,11,20200,10300
46,1,6,100000,6100
66,2,6,22000,12100
53,2,6,10640,4000
77,2,10,31400,4800
83,1,10,45000,4900
71,1,8,15700,7000
57,2,6,40000,12200
70,2,10,12890,4600
61,1,7,45000,8700
52,1,10,70000,10200
47,1,4,11300,23300
65,2,6,60000,7900
61,1,10,35000,3000
52,1,6,32000,13200
26,2,7,55000,5000
72,2,7,2400,6300
80,2,6,13300,7600
32,1,3,11300,2300
71,1,10,6700,21300
69,2,6,11400,21700
31,2,6,30900,3100
70,1,7,9000,10400
34,1,10,571000,9300
62,2,3,32500,900
53,2,11,42600,7300
47,1,10,30000,10000
80,2,6,8500,5100
27,2,10,25000,20600
95,2,6,28900,1700
69,1,6,31200,5000
45,2,11,31200,14000
67,2,10,36000,10400
69,1,8,40000,25100
80,1,10,32450,7900
76,2,11,53900,6100
80,1,6,11400,5600
29,2,10,58000,15900
34,2,6,37000,16500
87,2,6,6000,1300
60,1,6,60000,10300
28,1,11,35000,23400
52,2,6,10000,6700
29,2,8,25000,3200
67,1,11,511100,13600
64,2,10,50000,8800
76,2,8,135300,10800
40,1,6,225000,8400
65,1,7,23100,7800
58,2,10,35000,6100
76,2,11,58200,5200
94,2,0,16500,14800
63,1,10,13200,9800
55,2,6,25600,16300
78,2,11,60100,6600
68,2,2,14400,14300
45,2,11,78000,5500
56,1,6,120000,6500
65,1,11,200000,7700
36,2,11,55000,12300
72,2,11,121300,6000
39,2,7,33300,6900
61,1,7,24100,5800
67,2,10,34650,3000
37,2,10,71000,41800
74,1,6,66310,7100
81,1,6,28000,3800
56,1,10,150000,23200
51,1,10,28000,22100
66,2,6,11400,1900
36,2,10,4,12200
94,2,6,35700,10200
52,2,10,474000,24000
63,2,10,48000,9400
77,1,8,45800,5200
74,1,11,52300,6200
46,1,6,5200,1300
60,2,10,55000,2500
64,2,0,900,5800
68,2,6,130500,8300
83,2,3,7000,12100
69,1,10,64400,2300
39,1,6,50000,1300
35,1,6,16000,3900
25,1,6,55000,3800
33,2,7,17500,5100
54,1,7,30000,7100
42,2,7,9000,16700
45,1,11,62000,3000
54,1,8,71000,10300
30,1,10,19720,6600
74,1,10,90800,3600
54,1,11,60000,6300
59,2,11,300000,3200
34,1,6,29800,15000
57,1,6,87000,1400
45,1,6,182000,3200
56,1,6,28000,7100
69,2,6,17600,2000
79,2,1,11460,8300
65,1,10,26000,4000
70,1,6,19100,11100
51,2,0,2300,30400
62,2,6,66970,2000
85,2,6,20910,27900
59,1,6,72000,8300
73,2,7,19600,2100
90,2,6,29200,36400
80,1,11,86000,2900
26,1,6,25700,24500
37,2,11,70000,5300
48,1,11,121000,2900
55,1,10,30000,9600
34,1,10,44100,12900
70,1,10,41000,1300
73,1,11,88000,7100
71,2,6,14000,6200
55,1,8,30000,5100
84,2,6,29100,21600
65,1,11,352400,9200
70,2,11,44000,4800
84,1,6,18000,1500
77,1,6,63500,17600
69,1,2,7700,6000
69,1,6,73000,5000
40,1,5,22400,10500
76,2,6,21700,6600
48,1,7,71000,5300
40,2,10,40000,11500
40,1,6,1500,2000
55,2,10,100000,5200
43,1,7,50000,5000
84,1,6,64000,4000
73,2,11,183400,3500
69,2,6,1500,13500
36,2,11,46000,6300
26,2,10,60000,9700
65,1,11,55000,6100
71,1,7,511000,7200
67,1,11,183000,7600
86,1,8,39000,5200
53,1,6,25000,5200
75,1,7,35800,46500
41,2,10,142000,27700
85,1,6,31500,10700
61,1,6,14400,16000
80,1,7,8800,5500
53,1,6,72000,3200
45,2,7,45000,6800
46,1,7,120000,20300
50,2,7,32000,5800
69,2,6,1200,4600
71,2,6,13200,2500
35,2,7,35000,25600
60,2,8,29000,1200
70,2,8,41300,14000
80,1,10,1700,3900
44,2,11,125000,13800
53,2,10,86000,1400
70,2,6,15200,6100
81,1,6,18300,9200
38,2,11,200000,26400
64,1,2,16200,1500
39,1,3,40000,19500
36,1,6,30000,3900
50,1,6,75000,9700
39,1,10,79000,2000
46,1,10,180000,3200
62,1,6,79000,3700
87,2,11,6800,13400
62,1,7,35000,2200
80,1,11,4300,7000
60,1,3,5700,9200
31,2,11,107000,10700
77,1,10,43800,29700
87,1,6,12700,10600
88,2,11,75000,6000
54,2,10,65000,1200
53,2,11,91000,17900
77,2,7,37000,8900
69,1,10,33000,3900
42,1,10,43800,5200
62,1,0,35000,9600
41,2,6,30000,5600
70,2,10,93250,4800
59,2,8,94100,2300
35,1,5,60000,2000
42,1,6,375000,2300
28,1,0,20000,41000
51,1,8,137000,11400
78,1,7,79730,6100
67,2,8,55000,6000
67,1,10,73000,10300
71,2,6,123000,9700
29,2,10,48000,15400
47,1,8,50000,3700
82,1,10,47000,8000
50,2,10,126500,2900
55,1,7,80000,5300
32,1,0,71000,7600
70,1,8,29200,6300
75,1,10,40000,3200
30,1,6,23200,300
76,2,6,47200,10000
51,1,2,11400,3400
44,2,6,28000,6700
51,2,8,51000,2800
60,1,6,20000,13400
76,2,6,19300,1500
43,1,11,250000,32500
64,2,6,55400,9900
55,1,6,90000,14800
32,2,10,8400,24400
53,2,8,67000,19900
67,1,10,28800,4500
40,2,11,68000,3000
75,1,11,94000,21400
40,2,6,17000,8700
27,2,7,36000,2900
58,2,8,10000,15500
60,2,6,9500,11300
46,2,8,37000,5300
78,2,6,11490,5500
67,1,8,14000,2600
85,2,6,3200,1200
59,1,8,85000,9900
43,2,10,80000,5400
71,1,10,104700,4300
34,2,6,25000,17500
92,2,10,3000,8500
28,1,0,28400,13700
50,2,6,15000,5400
60,1,6,95000,5900
56,1,11,653000,43800
50,1,6,50000,500
49,2,11,230000,11300
25,1,11,40000,16800
54,1,11,120000,5100
85,2,7,50430,8900
36,1,6,46000,2400
76,2,10,86970,16300
57,1,7,95000,3400
44,1,10,5000,9200
82,2,2,6900,6200
61,1,8,56500,5800
77,1,6,41800,1200
50,2,11,120000,8400
44,1,8,65000,48400
69,2,8,1700,8600
74,1,7,38800,24800
31,2,10,55000,5100
37,1,6,20000,11700
29,2,11,30600,5700
40,1,6,12000,2600
71,1,7,21200,12100
36,2,6,500,11800
74,2,10,2300,3400
64,1,7,37300,4900
66,2,6,15100,4500
67,1,10,39450,7500
53,2,10,40000,800
41,1,6,36000,8600
51,1,6,100000,2900
73,2,6,10800,7800
61,1,10,177000,2000
47,1,8,51020,6000
80,1,10,35900,5100
40,1,6,54000,14600
61,1,6,20000,11300
62,1,6,75000,6600
80,1,2,15600,15900
35,2,6,32000,7400
42,1,6,25000,11800
66,1,7,41000,7200
53,1,7,154000,4800
33,1,4,3400,30500
63,1,10,43000,5200
43,1,10,18000,1200
63,2,11,149700,8900
44,1,10,354000,8900
68,2,10,1300,9400
51,1,0,54000,7900
38,1,10,165000,17900
25,1,6,73700,4400
73,1,11,62100,2400
80,2,6,85000,8000
34,2,6,40100,12400
56,1,11,184500,5000
78,2,6,44000,8500
82,2,7,28400,8600
81,2,7,27490,8000
27,2,10,60000,6100
42,1,7,78000,1600
64,2,6,35000,10700
79,1,1,8400,10300
37,2,6,42000,15300
77,2,10,57100,9600
63,2,5,4300,900
27,1,6,28000,10100
29,1,10,85000,12500
74,2,10,24000,5000
75,1,10,63000,5500
79,2,7,61000,7600
37,1,11,95000,8700
25,1,11,10000,6700
55,1,10,159000,5200
65,1,10,50000,6500
73,2,2,19300,5800
39,2,11,73000,11000
27,1,10,250000,6300
38,2,6,60000,2500
60,1,11,35000,30000
73,2,10,62100,6800
26,1,10,73000,2600
42,1,7,50000,7100
65,2,6,64000,6500
62,2,10,129000,5500
72,1,6,53600,22000
36,2,7,24000,34000
64,1,6,80000,3400
52,1,11,277000,7600
43,1,6,42000,8700
50,2,6,27900,14900
68,2,6,9500,5700
66,1,7,82300,10600
83,1,7,53600,6800
68,2,8,20500,3600
53,1,10,156500,11900
72,1,4,38000,3900
34,1,8,80000,19500
45,2,6,26000,22400
41,2,11,3600,5800
76,2,6,27000,20100
26,1,10,7500,9200
66,2,7,40000,20800
45,2,10,41600,1300
26,2,7,53000,1700
71,1,7,22240,13200
70,1,7,20400,7300
69,2,7,23200,5400
75,2,6,44600,5300
31,1,11,100000,22200
38,1,6,50000,5700
49,1,6,90000,3900
84,1,6,84000,5400
69,1,7,11400,11400
82,2,6,26400,6000
48,1,11,562000,6100
77,2,8,95600,5900
49,1,10,11000,8700
38,2,6,28000,9000
30,2,2,22000,8000
45,1,8,35000,21500
26,2,11,56000,5600
59,2,11,100000,4600
46,1,7,50000,18700
82,1,6,12000,30100
51,2,6,15000,27900
70,1,6,16000,10900
74,2,10,16300,5600
44,2,10,60000,17200
48,2,2,4500,11600
63,2,6,12400,1900
70,2,5,10000,1100
37,2,8,74000,8300
72,2,10,19200,600
77,1,11,153740,7300
57,1,6,1070,2300
49,1,7,100000,10100
72,1,10,141600,8700
58,1,6,35200,10800
38,1,11,355000,13600
71,2,10,62700,4200
84,2,10,4700,5900
50,1,8,127000,7000
48,2,7,50000,14700
31,1,6,60000,15000
71,2,2,9900,3800
88,2,6,53400,1200
60,2,6,29600,3000
55,1,8,72000,4500
66,2,10,447000,5300
53,1,6,529000,12400
46,2,6,45000,9400
38,1,7,65000,8300
67,2,6,18500,5500
62,1,7,4200,900
73,2,10,78500,7000
78,1,8,15300,3900
39,1,8,85000,36100
67,1,7,170000,5400
40,2,7,75000,16700
77,1,10,72000,5100
75,1,11,120980,8200
62,2,6,2410,5900
49,1,10,63000,5500
64,1,8,38200,8200
59,2,10,22300,2400
49,1,6,75100,4800
36,1,11,56800,6200
36,1,6,64000,7100
71,1,10,87700,6300
63,1,10,37000,10300
33,1,10,88000,6000
90,1,11,32400,7200
61,1,11,155300,5600
71,2,10,16100,2400
35,1,11,145000,6400
64,2,6,51000,3700
81,1,10,8900,8000
31,2,10,54000,17600
39,1,10,140000,8400
30,2,3,40000,20400
84,1,11,32100,4000
55,1,11,55000,6600
25,1,6,25000,5400
76,1,8,15200,7900
61,1,11,28000,14900
25,2,10,35200,7000
26,1,6,40000,6600
64,2,7,28200,10100
34,2,11,220000,5000
45,2,11,48000,9000
80,2,6,13200,6600
27,1,6,22000,9400
61,1,6,19000,28600
30,2,6,31200,20800
30,1,11,325000,20000
49,1,11,95000,17500
48,1,11,211000,5100
48,2,8,54000,4000
26,2,10,31100,5400
75,2,6,15300,1400
36,2,11,150020,3500
51,2,8,7200,11800
62,2,6,11000,3300
80,2,10,1200,13000
54,2,11,220000,5200
43,1,11,120000,7900
27,2,10,47000,10500
28,1,1,32500,6600
65,1,6,200000,7400
54,2,6,17000,9700
69,1,8,15800,3700
54,2,6,47000,8800
80,1,10,45400,3600
46,2,10,10000,18000
77,1,11,23000,9200
79,1,11,110000,9200
49,2,6,37700,9400
58,2,6,3600,2200
61,2,6,12000,4100
75,1,10,90000,14500
32,2,8,45000,6800
72,2,10,512000,4300
74,1,6,24000,3300
39,1,8,20000,3600
25,1,6,33000,3200
53,1,8,356000,8000
59,1,0,65000,4100
69,2,10,38200,8800
43,2,11,55000,5700
65,2,6,4800,1800
66,1,4,114000,8800
95,2,6,1700,8800
79,1,11,109590,5300
73,1,11,53800,6100
39,1,6,114000,2700
25,2,6,54000,6500
67,2,6,42000,3500
65,2,11,302000,4100
36,1,11,348500,12100
45,1,6,50000,31300
57,2,6,35000,8900
79,1,7,58400,8300
49,1,7,50000,11000
26,1,10,36600,1200
76,1,6,22800,4100
46,1,6,80000,5400
30,2,10,90000,5900
28,1,6,50000,4400
66,2,10,13000,7600
26,2,10,36780,5900
54,1,6,125000,5500
82,2,7,57700,11300
43,1,8,9300,1700
35,2,10,35000,6800
62,1,8,62700,25300
36,2,10,48000,15500
56,2,6,98000,7300
77,1,6,40100,9300
80,1,10,39700,5500
57,2,11,116400,11200
66,2,8,1600,8100
33,2,6,34000,3200
69,1,11,95000,7100
27,1,8,85200,11700
72,2,10,26430,7100
29,1,10,172000,12200
71,1,6,31400,6000
52,2,11,52000,5400
79,2,6,32800,2300
77,1,10,92000,1800
59,2,6,15700,6300
84,2,11,220000,2900
55,1,8,87300,8400
43,1,7,62000,6500
37,1,6,40000,10100
64,1,6,4800,19600
58,1,6,90000,4900
43,2,11,200000,8100
45,1,11,175000,9200
75,1,6,45000,6200
36,1,7,50000,21700
54,1,5,80000,28400
39,1,11,65000,6000
70,2,6,47120,1000
67,2,8,12000,22900
43,1,10,166500,10000
53,1,0,10360,2400
31,1,6,110000,9000
45,2,10,50000,9500
68,2,6,30000,25000
88,2,6,9600,4300
38,2,11,120000,7000
51,2,10,59000,12800
31,1,10,70000,3700
55,1,7,120000,2700
61,1,11,300000,65900
44,1,10,227300,5500
69,1,6,23600,5800
70,1,11,35000,12500
94,2,6,29300,5600
80,2,0,15500,6200
82,2,6,31700,2700
59,1,6,165000,10000
30,2,10,50000,19700
81,2,7,41800,11000
32,1,7,8600,1400
53,2,0,2200,14000
50,1,10,778000,9600
45,1,7,43700,6500
50,2,6,4800,1300
63,1,2,12000,8000
33,2,11,62000,4700
37,2,7,24000,14900
31,1,6,20000,4600
83,2,6,48000,4700
56,2,10,140000,9100
58,2,10,40100,4200
68,2,11,34300,4200
39,2,10,40200,5400
60,2,10,66000,2000
71,1,7,10550,8400
41,1,10,33000,4700
65,2,10,169000,23700
63,1,6,72700,7900
71,2,6,24000,6500
79,2,6,6000,5800
71,2,10,110000,10100
67,2,11,35000,7700
49,1,7,4500,7000
34,2,10,37000,4600
87,2,6,28300,4400
73,2,6,12000,2500
30,1,6,57000,9700
38,1,6,50000,12500
50,1,4,3000,25200
47,1,7,34000,15400
61,2,7,28000,10100
57,1,2,10000,13600
26,1,11,300,13500
30,2,6,15000,4500
46,1,7,45600,6500
57,1,11,81800,14800
59,1,4,9600,500
49,2,7,27000,10100
65,2,10,213000,5200
26,2,10,50000,17700
64,2,6,33500,8700
93,2,6,15200,1800
67,2,10,8000,9400
73,1,11,47500,9200
56,2,7,11200,5800
66,2,6,7200,5800
39,2,10,80000,33000
75,2,6,23700,13800
53,1,6,40000,6900
36,1,4,70000,11700
53,2,11,90000,20000
63,2,10,31100,1900
56,1,7,78000,1500
76,1,7,93400,2800
49,1,6,65000,8000
82,2,6,48480,21100
64,2,6,25200,1600
45,1,7,225000,6700
25,1,2,20800,10500
54,1,6,60000,4700
32,2,6,30500,9300
44,1,11,74000,26200
79,1,6,28000,6400
41,1,11,110000,11900
67,1,1,23000,31400
68,2,6,4000,7400
60,1,10,135000,7200
71,1,7,76000,6500
40,2,11,51000,14300
74,1,7,67700,1100
45,1,8,168000,5600
52,1,11,13400,7700
49,2,11,191000,5900
43,2,11,201000,11200
86,1,2,25000,7800
61,2,10,38400,1300
47,1,10,200000,6900
62,2,8,40000,2000
71,2,10,65000,5700
67,1,7,3500,3000
32,2,11,175000,4600
70,1,6,31000,4300
55,1,6,50000,17500
35,1,8,20000,1200
57,1,7,120000,3500
75,2,6,16800,10800
57,2,7,28000,3000
80,1,7,78000,24000
67,2,10,66000,8700
77,2,8,39200,3800
26,2,10,50000,11500
74,2,6,12100,5500
66,2,7,59700,5100
38,1,10,5000,6400
68,2,8,20100,6600
68,2,11,23100,10400
35,1,6,35000,3200
57,1,8,93000,14200
65,1,8,100000,3900
74,2,6,41880,5600
49,2,2,1400,8100
63,2,6,5400,2100
52,1,6,11600,200
25,2,6,28000,4400
54,2,11,77000,6000
61,1,11,4000,4900
64,2,10,8000,5500
37,1,10,40000,7200
54,1,6,160000,11600
58,2,10,60000,4100
33,1,10,251000,6700
41,1,10,170000,10200
68,1,6,365000,7700
54,1,7,46000,33200
49,1,11,67400,7300
80,2,10,60400,1500
77,1,6,26500,1500
69,2,10,20000,12700
41,2,6,25600,13900
62,1,6,129000,10100
35,1,10,66000,9800
82,2,4,33400,16900
67,1,6,49200,6200
55,2,7,100000,4400
71,1,6,20300,9000
87,1,10,54900,4700
55,1,10,210000,11800
40,2,10,110200,5000
74,1,6,25300,1600
51,2,6,12100,100
65,1,6,16600,4700
30,1,7,53000,5100
38,2,10,2000,33900
54,1,10,100000,8500
74,2,11,17200,21000
41,1,10,705000,17400
69,1,7,9600,3100
77,2,6,21000,6900
26,2,7,18000,24600
47,1,11,30000,3800
63,2,11,75000,6700
86,1,11,96600,4400
31,2,8,38400,11500
64,2,10,81000,6100
58,2,7,50000,800
76,1,6,38740,10100
51,2,6,65000,14400
32,1,7,175000,16000
66,1,6,30000,3100
60,2,7,14700,400
78,1,10,175000,4300
34,2,6,10900,1900
32,2,10,42000,8900
70,2,7,22800,5100
32,1,7,70150,6400
47,2,11,1500,14000
42,2,8,120000,6900
36,1,6,1500,4400
60,1,11,87000,5300
40,1,10,82000,4800
33,2,11,100000,9400
77,2,11,60300,6500
68,1,6,30400,2700
35,1,10,146000,18000
63,1,8,126000,3400
65,2,7,3600,11000
29,2,11,30000,11200
84,2,7,73220,4600
29,1,6,50000,30700
48,1,8,18000,5900
29,1,6,91000,25000
76,1,2,11200,22700
33,2,11,46420,7400
54,1,10,40000,11500
30,2,11,60000,5500
65,1,6,60000,33400
72,1,7,74500,11500
50,1,6,73000,5600
38,1,7,120400,6400
57,2,10,49150,4800
71,1,10,39000,9600
74,2,10,61000,36000
75,2,7,50000,11000
64,2,6,10600,4400
27,2,6,25000,4400
46,1,10,185000,9500
61,2,6,32170,3200
45,2,10,27000,3600
